Split Seed,Depth of Tree,Mean Accuracy,Mean F1 Score,Mean Precision,Mean Recall
42,2,0.8800000000000001,0.8558856568268333,0.8923931623931625,0.848845598845599
42,3,0.8933333333333333,0.8787777777777777,0.9123076923076923,0.8845598845598847
42,4,0.8800000000000001,0.8612521164541626,0.8750854700854701,0.8738455988455989
42,5,0.8800000000000001,0.8601442374051068,0.8873076923076922,0.8762265512265511
42,6,0.8666666666666666,0.842099289726292,0.8917016317016315,0.846031746031746
42,7,0.8666666666666666,0.842099289726292,0.8917016317016315,0.846031746031746
42,8,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,9,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,10,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,11,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,12,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,13,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,14,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,15,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,16,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,17,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,18,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,19,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
42,20,0.8666666666666666,0.8419263441872138,0.8839743589743589,0.8519841269841268
