Split Seed,Depth of Tree,Mean Accuracy,Mean F1 Score,Mean Precision,Mean Recall
42,2,0.8266666666666665,0.8178739778739779,0.8087301587301587,0.8481746031746032
42,3,0.8666666666666668,0.8575942575942574,0.8525396825396825,0.8837301587301587
42,4,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,5,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,6,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,7,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,8,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,9,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,10,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,11,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,12,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,13,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,14,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,15,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,16,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,17,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,18,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,19,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
42,20,0.8800000000000001,0.8710167025956499,0.8692063492063493,0.8903968253968253
