Split Seed,N_estimators,Depth of Tree,Mean Accuracy,Mean F1 Score,Mean Precision,Mean Recall
42,10,2,0.8266666666666665,0.6178133460742157,0.7104212454212455,0.6427405927405928
42,10,3,0.8533333333333333,0.6872199394808091,0.7578571428571429,0.7336496836496836
42,10,4,0.8266666666666668,0.6475373997982693,0.7342307692307692,0.6855977355977355
42,10,5,0.8133333333333332,0.6298852258852259,0.7608791208791208,0.6780219780219781
42,10,6,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,7,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,8,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,9,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,10,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,11,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,12,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,13,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,14,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,15,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,16,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,17,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,18,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,19,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,10,20,0.8400000000000001,0.6588707331316026,0.7858791208791208,0.6946886446886447
42,50,2,0.8533333333333333,0.6701391941391941,0.7758058608058608,0.6934981684981685
42,50,3,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,4,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,5,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,6,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,7,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,8,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,9,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,10,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,11,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,12,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,13,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,14,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,15,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,16,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,17,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,18,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,19,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,50,20,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,2,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,3,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,4,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,5,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,6,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,7,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,8,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,9,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,10,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,11,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,12,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,13,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,14,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,15,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
42,100,16,0.8666666666666666,0.6931723204331901,0.7924725274725275,0.7268315018315018
