Model,Split Seed,Shuffle Seed,Max Depth,Accuracy_train,F1 Score_train,Precision_train,Recall_Train
160,42,160,5,0.9457831325301205,0.9454485704896484,0.9521276595744681,0.9444444444444444
161,42,161,4,0.9156626506024096,0.9154663174741744,0.9169706697796585,0.9150326797385621
162,42,162,3,0.9457831325301205,0.9457654191018985,0.9481351981351982,0.9467683369644153
163,42,163,4,0.9096385542168675,0.9096090318364976,0.9118589743589743,0.9106027596223675
164,42,164,4,0.891566265060241,0.8915032679738562,0.8915032679738562,0.8915032679738562
165,42,165,4,0.9759036144578314,0.9759036144578312,0.9764705882352941,0.9764705882352941
166,42,166,4,0.8975903614457831,0.8971386914525241,0.9095238095238096,0.8997095134350036
167,42,167,4,0.9698795180722891,0.9697907188353048,0.9722222222222222,0.9691358024691358
168,42,168,2,0.8554216867469879,0.8548951048951049,0.8647887323943662,0.8573710965867829
169,42,169,5,0.9397590361445783,0.939327485380117,0.9473684210526316,0.9382716049382716
170,42,170,3,0.8554216867469879,0.8543859649122807,0.8612305411415864,0.8538852578068263
171,42,171,3,0.8855421686746988,0.8854382332643203,0.889327485380117,0.8867828612926651
172,42,172,4,0.9698795180722891,0.9697907188353048,0.9722222222222222,0.9691358024691358
173,42,173,3,0.8674698795180723,0.8655177493003388,0.8828636709824829,0.8650689905591866
174,42,174,6,0.9759036144578314,0.9759036144578312,0.9764705882352941,0.9764705882352941
175,42,175,5,1.0,1.0,1.0,1.0
176,42,176,3,0.8554216867469879,0.8546621917408435,0.8591839740757108,0.8541757443718228
177,42,177,4,0.9518072289156626,0.9517441860465116,0.95227702604394,0.9514887436456063
178,42,178,4,0.9216867469879518,0.9215472425200859,0.9224941724941724,0.9212055192447349
179,42,179,4,0.9096385542168675,0.9086808229728243,0.921218487394958,0.9076978939724039
180,42,180,4,0.963855421686747,0.9637237762237763,0.967032967032967,0.962962962962963
181,42,181,3,0.9156626506024096,0.9154663174741742,0.9232582118132273,0.9173565722585331
182,42,182,3,0.8433734939759037,0.8419047619047619,0.8513372179889437,0.8415395787944807
183,42,183,2,0.8072289156626506,0.807116920842411,0.807116920842411,0.807116920842411
184,42,184,2,0.8012048192771084,0.8010242998801351,0.8011627906976744,0.8009440813362382
185,42,185,3,0.8373493975903614,0.8363457114689451,0.8509903961584634,0.8397240377632534
186,42,186,2,0.7409638554216867,0.7405024175664375,0.7411130536130537,0.7403776325344953
187,42,187,4,0.927710843373494,0.9276688453159041,0.9308332117320881,0.9288307915758895
188,42,188,3,0.9216867469879518,0.9216156332861138,0.9218023255813954,0.9214960058097312
189,42,189,3,0.8795180722891566,0.8786549707602339,0.8965777174732399,0.8820624546114741
190,42,190,3,0.8855421686746988,0.8854382332643203,0.889327485380117,0.8867828612926651
191,42,191,2,0.7951807228915663,0.7947039138658519,0.7958558295636948,0.794480755265069
192,42,192,3,0.8433734939759037,0.8425507077192469,0.8555206932616166,0.8456063907044299
193,42,193,2,0.7951807228915663,0.7932600732600732,0.8017331540415359,0.7933188090050836
194,42,194,3,0.8614457831325302,0.8611989675355363,0.8670681551116334,0.8629629629629629
195,42,195,6,0.9759036144578314,0.9759036144578312,0.9764705882352941,0.9764705882352941
196,42,196,4,0.963855421686747,0.9638501742160279,0.9655172413793103,0.9647058823529412
197,42,197,3,0.8855421686746988,0.8855380148793321,0.8864825581395348,0.8862018881626724
198,42,198,5,0.9759036144578314,0.9758475192783356,0.9775280898876404,0.9753086419753086
199,42,199,2,0.7710843373493976,0.7669917257683215,0.7847125905378333,0.7683369644153958
200,42,200,5,0.9518072289156626,0.9515540639136144,0.956989247311828,0.9506172839506173
