Split Seed,Shuffle Seed,Depth of Tree,Mean Accuracy,Mean F1 Score,Mean Precision,Mean Recall
42,1,2,0.9466666666666667,0.931645933014354,0.9318181818181819,0.948974358974359
42,1,3,0.9466666666666669,0.9346475615887382,0.9238095238095237,0.9611965811965814
42,1,4,0.9733333333333334,0.961645933014354,0.95,0.9823076923076923
42,1,5,0.9333333333333332,0.9190158730158732,0.905595238095238,0.9507167832167832
42,1,6,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,7,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,8,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,9,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,10,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,11,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,12,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,13,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,14,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,15,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,16,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,17,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,18,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,19,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,1,20,0.9466666666666667,0.9323492063492065,0.9180952380952381,0.9632167832167833
42,2,2,0.9199999999999999,0.9138755980861244,0.9111111111111111,0.9199999999999999
42,2,3,0.9600000000000002,0.94727555053642,0.975,0.9349999999999999
42,2,4,0.9466666666666667,0.9433631384095781,0.9444444444444444,0.9457142857142857
42,2,5,0.9866666666666667,0.9841269841269842,0.990909090909091,0.9800000000000001
42,2,6,1.0,1.0,1.0,1.0
42,2,7,1.0,1.0,1.0,1.0
42,2,8,1.0,1.0,1.0,1.0
42,2,9,1.0,1.0,1.0,1.0
42,2,10,1.0,1.0,1.0,1.0
42,2,11,1.0,1.0,1.0,1.0
42,2,12,1.0,1.0,1.0,1.0
42,2,13,1.0,1.0,1.0,1.0
42,2,14,1.0,1.0,1.0,1.0
42,2,15,1.0,1.0,1.0,1.0
42,2,16,1.0,1.0,1.0,1.0
42,2,17,1.0,1.0,1.0,1.0
42,2,18,1.0,1.0,1.0,1.0
42,2,19,1.0,1.0,1.0,1.0
42,2,20,1.0,1.0,1.0,1.0
42,3,2,0.9466666666666667,0.9305247182485035,0.9658119658119659,0.9257142857142858
42,3,3,0.9333333333333333,0.91719138491517,0.953311965811966,0.9132142857142858
42,3,4,0.9466666666666667,0.9305247182485035,0.9658119658119659,0.9257142857142858
42,3,5,0.9600000000000002,0.9523344302756067,0.9722222222222223,0.9457142857142857
42,3,6,0.9600000000000002,0.9523344302756067,0.9722222222222223,0.9457142857142857
42,3,7,0.9600000000000002,0.9523344302756067,0.9722222222222223,0.9457142857142857
42,3,8,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,9,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,10,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,11,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,12,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,13,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,14,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,15,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,16,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,17,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,18,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,19,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,3,20,0.9733333333333334,0.9705523234935001,0.9797979797979799,0.9657142857142859
42,4,2,0.9066666666666666,0.8751932367149757,0.885909090909091,0.875
42,4,3,0.9066666666666666,0.8711023276240667,0.8992424242424242,0.865
42,4,4,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,5,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,6,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,7,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,8,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,9,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,10,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,11,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,12,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,13,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,14,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,15,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,16,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,17,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,18,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
42,4,19,0.96,0.9468599033816425,0.940909090909091,0.9633333333333333
