Split Seed,N_estimators,Depth of Tree,Mean Accuracy,Mean F1 Score,Mean Precision,Mean Recall
42,10,2,0.8933333333333333,0.8665555555555556,0.9235897435897437,0.8547619047619047
42,10,3,0.8800000000000001,0.8612521164541626,0.8750854700854701,0.8738455988455989
42,10,4,0.8666666666666668,0.8419263441872136,0.8732167832167832,0.8512265512265511
42,10,5,0.9066666666666668,0.8879187831208292,0.9028632478632478,0.9016233766233765
42,10,6,0.8933333333333333,0.8697008899029359,0.8887723387723387,0.8766233766233766
42,10,7,0.9200000000000002,0.8961262292694518,0.9078199578199578,0.8988455988455989
42,10,8,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,9,0.9200000000000002,0.8961262292694518,0.9078199578199578,0.8988455988455989
42,10,10,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,11,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,12,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,13,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,14,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,15,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,16,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,17,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,18,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,19,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,10,20,0.9066666666666668,0.8829151756172218,0.897105672105672,0.8877344877344877
42,50,2,0.9199999999999999,0.8920140212160671,0.9419963369963371,0.8686507936507937
42,50,3,0.9066666666666666,0.8902203704224165,0.9328632478632478,0.8829365079365079
42,50,4,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,50,5,0.9333333333333333,0.9170060847081307,0.9478632478632478,0.9051587301587303
42,50,6,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,50,7,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,50,8,0.8933333333333333,0.8715868300497457,0.9078632478632478,0.8746031746031747
42,50,9,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,10,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,11,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,12,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,13,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,14,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,15,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,16,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,17,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,18,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,19,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,50,20,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,2,0.9199999999999999,0.8920140212160671,0.9419963369963371,0.8686507936507937
42,100,3,0.9066666666666666,0.8902203704224165,0.9328632478632478,0.8829365079365079
42,100,4,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,100,5,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,100,6,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,100,7,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,8,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,9,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,10,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,11,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,12,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,13,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,14,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,15,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,16,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,17,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,18,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,19,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,100,20,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,2,0.9066666666666666,0.8778109040717738,0.9285042735042737,0.8519841269841268
42,150,3,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,150,4,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,150,5,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,150,6,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,150,7,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,8,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,9,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,10,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,11,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,12,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,13,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,14,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,15,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,16,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,17,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,18,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,19,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,150,20,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,2,0.9333333333333333,0.9160140212160673,0.9450854700854702,0.8996031746031747
42,1000,3,0.9333333333333333,0.9170060847081307,0.9478632478632478,0.9051587301587303
42,1000,4,0.9200000000000002,0.9037917989938451,0.9395299145299145,0.894047619047619
42,1000,5,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,6,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,7,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,8,0.9200000000000002,0.9037917989938451,0.9228632478632479,0.9107142857142858
42,1000,9,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,10,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,11,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,12,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,13,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,14,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,15,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,16,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,17,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
42,1000,18,0.9066666666666668,0.8851582586211743,0.9145299145299145,0.8857142857142858
