Split Seed,Depth of Tree,Mean Accuracy,Mean F1 Score,Mean Precision,Mean Recall
42,2,0.8933333333333333,0.8836171236171237,0.8771428571428572,0.9126984126984127
42,3,0.9066666666666666,0.9031001746791221,0.9004761904761904,0.9193650793650793
42,4,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,5,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,6,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,7,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,8,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,9,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,10,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,11,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,12,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,13,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,14,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,15,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,16,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,17,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,18,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,19,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
42,20,0.9200000000000002,0.9177803093592567,0.9160317460317462,0.9326984126984128
