Split Seed,Depth of Tree,Mean Accuracy,Mean F1 Score,Mean Precision,Mean Recall
42,2,0.9333333333333332,0.9030920060331825,0.9055555555555556,0.9023809523809524
42,3,0.9199999999999999,0.8898809523809523,0.8944444444444443,0.8916666666666666
42,4,0.9066666666666666,0.8756469979296068,0.877020202020202,0.8833333333333332
42,5,0.9466666666666667,0.9263664596273291,0.9208333333333332,0.9375
42,6,0.9199999999999999,0.8986801242236024,0.8936868686868686,0.9166666666666666
42,7,0.9066666666666666,0.8933870370890832,0.8916666666666666,0.9273809523809524
42,8,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,9,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,10,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,11,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,12,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,13,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,14,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,15,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,16,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,17,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,18,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,19,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
42,20,0.8933333333333333,0.8728242665263126,0.8716666666666667,0.894047619047619
